institute,address,phone,title,price,min_age,max_age,grade
آموزش رباتیک صدرا 20 درصد     (شماره تماس : 03134416200),آدرس : چهارراه رزمندگان-خیابان اصفهان ویلا ساختمان اداری ویلا,,نرم افزار آلتیوم دیزاینر,5.700.000 تومان,15,18,متوسطه2
آموزش رباتیک صدرا 20 درصد     (شماره تماس : 03134416200),آدرس : چهارراه رزمندگان-خیابان اصفهان ویلا ساختمان اداری ویلا,,قطعه شناسی,4.900.000 تومان,9,12,دبستان2
آموزش رباتیک صدرا 20 درصد     (شماره تماس : 03134416200),آدرس : چهارراه رزمندگان-خیابان اصفهان ویلا ساختمان اداری ویلا,,برنامه نویسی اینوبات و پایتون,5.200.000 تومان,12,15,متوسطه1
آموزش رباتیک صدرا 20 درصد     (شماره تماس : 03134416200),آدرس : چهارراه رزمندگان-خیابان اصفهان ویلا ساختمان اداری ویلا,,سالیدورک,6.500.000 تومان,15,18,متوسطه2
آموزش رباتیک صدرا 20 درصد     (شماره تماس : 03134416200),آدرس : چهارراه رزمندگان-خیابان اصفهان ویلا ساختمان اداری ویلا,,نرم افزار آلتیوم دیزاینر,5.700.000 تومان,12,15,متوسطه1
موسسه تیزفکری      (شماره تماس : 03136631001-2),آدرس : خیابان احمدآباد کوچه19 پلاک9,,کودک توانمند,3.500.000 تومان,4,6,پیش دبستانی
موسسه تیزفکری      (شماره تماس : 03136631001-2),آدرس : خیابان احمدآباد کوچه19 پلاک9,,کودک توانمند,3.500.000 تومان,6,9,دبستان1
موسسه تیزفکری      (شماره تماس : 03136631001-2),آدرس : خیابان احمدآباد کوچه19 پلاک9,,کودک توانمند,3.500.000 تومان,9,12,دبستان2
موسسه تیزفکری      (شماره تماس : 03136631001-2),آدرس : خیابان احمدآباد کوچه19 پلاک9,,کارگاه کارآگاهی,1.300.000 تومان,12,15,متوسطه1
موسسه تیزفکری      (شماره تماس : 03136631001-2),آدرس : خیابان احمدآباد کوچه19 پلاک9,,کارگاه کارآگاهی,1.300.000 تومان,15,18,متوسطه2
موسسه تیزفکری      (شماره تماس : 03136631001-2),آدرس : خیابان احمدآباد کوچه19 پلاک9,,تفکر نقادانه,5.000.000 تومان,19,99,بزرگسالان
موسسه تیزفکری      (شماره تماس : 03136631001-2),آدرس : خیابان احمدآباد کوچه19 پلاک9,,کارگاه کارآگاهی,1.300.000 تومان,9,12,دبستان2
موسسه تیزفکری      (شماره تماس : 03136631001-2),آدرس : خیابان احمدآباد کوچه19 پلاک9,,تکان دهنده,4.000.000 تومان,15,18,متوسطه2
موسسه تیزفکری      (شماره تماس : 03136631001-2),آدرس : خیابان احمدآباد کوچه19 پلاک9,,تفکر طراحی,1.600.000 تومان,9,12,دبستان2
سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577),آدرس : در اکثر نقاط شهرستان,,تئاتر,580.000 تومان,4,6,پیش دبستانی
سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577),آدرس : در اکثر نقاط شهرستان,,تئاتر,580.000 تومان,9,12,دبستان2
سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577),آدرس : در اکثر نقاط شهرستان,,تئاتر,580.000 تومان,12,15,متوسطه1
سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577),آدرس : در اکثر نقاط شهرستان,,شطرنج,440.000 تومان,19,99,بزرگسالان
سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577),آدرس : در اکثر نقاط شهرستان,,بسته های آموزشی ویژه کودک,362.000 تومان,4,6,پیش دبستانی
سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577),آدرس : در اکثر نقاط شهرستان,,فن بیان,600.000 تومان,9,12,دبستان2
سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577),آدرس : در اکثر نقاط شهرستان,,فن بیان,600.000 تومان,12,15,متوسطه1
سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577),آدرس : در اکثر نقاط شهرستان,,فن بیان,600.000 تومان,15,18,متوسطه2
سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577),آدرس : در اکثر نقاط شهرستان,,کاردستی کودک، مهارتهای زندگی,400.000 تومان,4,6,پیش دبستانی
سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577),آدرس : در اکثر نقاط شهرستان,,طراحی مقدماتی,472.000 تومان,12,15,متوسطه1
سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577),آدرس : در اکثر نقاط شهرستان,,طراحی پیشرفته,472.000 تومان,15,18,متوسطه2
سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577),آدرس : در اکثر نقاط شهرستان,,تاب آوری، آشنایی با تیپ های شخصیتی، حل مسئله، تصمیم گیری موثر,72.000 تومان,19,99,بزرگسالان
سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577),آدرس : در اکثر نقاط شهرستان,,خلاقیت، مهارت های تفکر,400.000 تومان,4,6,پیش دبستانی
سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577),آدرس : در اکثر نقاط شهرستان,,تکواندو، کاراته، نینجا، دفاع شخصی، کیک بوکسینگ,550.000 تومان,12,15,متوسطه1
سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577),آدرس : در اکثر نقاط شهرستان,,تکواندو، کاراته، نینجا، دفاع شخصی، کیک بوکسینگ,550.000 تومان,15,18,متوسطه2
سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577),آدرس : در اکثر نقاط شهرستان,,تکواندو، کاراته، نینجا، دفاع شخصی، کیک بوکسینگ,550.000 تومان,19,99,بزرگسالان
سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577),آدرس : در اکثر نقاط شهرستان,,شطرنج,440.000 تومان,12,15,متوسطه1
سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577),آدرس : در اکثر نقاط شهرستان,,شطرنج پیشرفته,440.000 تومان,15,18,متوسطه2
سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577),آدرس : در اکثر نقاط شهرستان,,ایروبیک، پیلاتس، آمادگی جسمانی، ژیمناستیک، فیتنس، یوگا,550.000 تومان,19,99,بزرگسالان
مجموعه آموزشی ستاک     (شماره تماس : 09138236008-09131252940),آدرس : خیابان هشت بهشت غربی نبش کوچه 25,,رباتیک (برنامه نویسی),1.900.000 تومان,9,12,دبستان2
مجموعه آموزشی ستاک     (شماره تماس : 09138236008-09131252940),آدرس : خیابان هشت بهشت غربی نبش کوچه 25,,رباتیک (برنامه نویسی),1.900.000 تومان,12,15,متوسطه1
مجموعه آموزشی ستاک     (شماره تماس : 09138236008-09131252940),آدرس : خیابان هشت بهشت غربی نبش کوچه 25,,رباتیک (برنامه نویسی),1.900.000 تومان,15,18,متوسطه2
مجموعه آموزشی ستاک     (شماره تماس : 09138236008-09131252940),آدرس : خیابان هشت بهشت غربی نبش کوچه 25,,رباتیک (برنامه نویسی),1.900.000 تومان,19,99,بزرگسالان
